id,name,host_id,host_name,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm;
"50109328,""Cottage2 with sea views 24/7power, Sauna,Gym, Pool"",323676267,Philipp,Ward 15,-34.0685103,18.8445199,Entire home/apt,701,2,54,2024-06-17,3.57,3,256,46";
50113325,CTICC+Canals  Aptmt with Fast WiFi +Pool +Parking,259343503,Primrose,Ward 115,-33.91349,18.42446,Entire home/apt,916,2,118,2024-05-02,3.18,14,198,24;
49895587,A-Citi-Studio in excellent location,30791061,Rene,Ward 115,-33.91697,18.42042,Entire home/apt,1200,6,27,2024-02-22,0.73,5,40,8;
50115426,Villa in Bantry Bay,39266567,Shaun,Ward 54,-33.92903,18.38182,Entire home/apt,23603,14,7,2024-02-09,0.31,1,210,2;
49895598,Akker .Peaceful paradise in fairy tail garden,105200904,Stella,Ward 21,-33.86132,18.65546,Private room,1,0,2,0,0;
50122988,16 On Bree Unit 2810,154279041,Host Agents,Ward 115,-33.9175354838512,18.4216847976847,Entire home/apt,1199,1,56,2024-05-12,1.53,26,345,11;
49897262,Nais cottage,343283061,Christina Wapa,Ward 113,-33.82474,18.49675,Entire home/apt,690,2,0,6,90,0;
50124878,16 on Bree  |  Penthouse Living One Bedroom,20602565,Lance,Ward 115,-33.91871,18.4206,Entire home/apt,1506,2,138,2024-06-19,3.68,60,59,44;
49900838,Charlie’s View,402398688,Loraine,Ward 64,-34.14067,18.42361,Entire home/apt,1,2,2021-08-08,0.06,1,0,0;
50126142,Room 1 in Four bedroom Shared house close to UCT,62093209,Terry,Ward 57,-33.95142,18.47192,Private room,360,14,6,2024-02-01,0.18,30,362,1;
50127380,Lovely and Cosy Sea Point Apartment,212373576,Emily,Ward 54,-33.91273,18.39071,Entire home/apt,1280,3,21,2024-04-02,0.58,2,316,11;
50128736,Room 4 in Four bedroom Shared house close to UCT,62093209,Terry,Ward 57,-33.95283,18.47326,Private room,360,14,4,2022-09-30,0.11,30,363,0;
50130874,Beachfront apartment with exquisite views,404514534,Sylvia,Ward 107,-33.825104,18.479494,Entire home/apt,1850,7,4,2024-01-08,0.12,1,189,1;
49902491,Table mountain and beach view Blouberg strand,402408886,Janus,Ward 23,-33.81414,18.47448,Entire home/apt,1,1,2021-06-05,0.03,1,0,0;
50139310,Pet friendly panoramic view over False Bay,152923185,Janet,Ward 61,-34.16789,18.42894,Entire home/apt,1350,3,40,2024-06-27,1.10,1,146,10;
49913762,Seaside Village L11,3961453,Host Agents,Ward 23,-33.788322,18.456892,Entire home/apt,1414,1,22,2024-02-19,0.60,98,332,2;
49918397,2 Bedroom Beachfront Cabana,331902556,Dolphin Beach,Ward 107,-33.82193,18.47871,Entire home/apt,1,9,2024-04-21,0.24,2,0,1;
50142116,Van Riebeeck 12,154279041,Host Agents,Ward 100,-34.159353584077174,18.869539140019754,Entire home/apt,1286,1,7,2023-02-18,0.24,26,362,0;
50142649,De Waterkant |  One Bedroom Apartment,20602565,Lance,Ward 115,-33.9136,18.41876,Entire home/apt,849,1,91,2024-05-27,2.45,60,17,31;
49919417,Modern Studio Apartment with Mountain Views,402537658,Propr,Ward 115,-33.91808,18.42127,Entire home/apt,1008,2,80,2024-05-14,2.14,1,267,12;
50146810,Stylish Apartment in trendy Woodstock,404674178,Mia,Ward 115,-33.9269,18.44388,Entire home/apt,3,3,2021-07-19,0.08,2,0,0;
49919828,Upper City Central Large Sunny Studio,20600730,Mandy & Dean,Ward 115,-33.92482,18.41762,Entire home/apt,623,2,8,2024-04-21,0.21,83,269,1;
50150600,Cosy Apartment in Claremont,404674178,Mia,Ward 59,-33.98247443271602,18.46329960449463,Entire home/apt,5,1,2023-12-28,0.16,2,0,1;
49921707,Stylish seaside apartment in St James,24752218,Jenny,Ward 64,-34.11598,18.46112,Entire home/apt,1250,4,26,2024-04-04,0.71,2,192,8;
50152729,Apartment with breathtaking sea views,401080995,Conrad & Lieze,Ward 107,-33.83234,18.48162,Entire home/apt,2000,4,23,2024-01-02,0.69,11,262,3;
49924752,Cosy room with double bed near the sea; 24/7 power,80051811,Jan,Ward 23,-33.80364,18.47588,Private room,467,5,9,2024-03-01,0.31,1,178,4,
49938819,205 New Cumberland,398151192,Paul,Ward 115,-33.90427,18.399092,Private room,1,8,2023-01-08,0.23,10,0,0;
50160866,Tunyhuys Upper City Contemporary Living,20600730,Mandy & Dean,Ward 115,-33.92514,18.41584,Entire home/apt,688,2,26,2024-04-28,0.83,83,314,11;
49939250,Walk to beach,160436709,Lavonde,Ward 23,-33.81095,18.47144,Entire home/apt,1999,7,0,3,183,0;
49941030,1 Mountain Rd Boutique B&B - Deluxe King Room,402712040,Ray,Ward 64,-34.14508,18.43374,Private room,1777,1,0,3,240,0;
50161905,Aloe Tree  Cottage - Stunning Sea & Mountain View,404824309,Lisa,Ward 69,-34.13892,18.38407,Entire home/apt,3,2,2023-03-03,0.05,1,0,0;
50162912,City Bowl Walk to Restaurants Modern Living,20600730,Mandy & Dean,Ward 115,-33.92447329841595,18.41616852101669,Entire home/apt,3300,2,0,83,0,0;
50163362,Modern Penthouse - 608 - The Docklands,57824617,Marius,Ward 115,-33.91253,18.41766,Entire home/apt,2287,1,63,2024-06-24,2.42,69,116,29;
49942122,Turquoise Latitude 1Bedroom with majestic Sea View,90798683,Bianca,Ward 54,-33.91865,18.3932,Entire home/apt,1020,2,46,2024-06-02,1.40,34,88,17;
50163598,Urban Elephant 2110 16 on Bree  (No Loadshedding),294903838,Niles,Ward 115,-33.91770935058594,18.421520233154297,Entire home/apt,3643,2,4,2022-01-02,0.12,24,271,0;
49944998,Bachelor pad with views • Green Point,90798683,Bianca,Ward 115,-33.91023,18.412,Entire home/apt,598,2,45,2024-06-17,1.34,34,62,19;
50163838,Urban Elephant 2706 16 on Bree (No Loadshedding),294903838,Niles,Ward 115,-33.91770935058594,18.421520233154297,Entire home/apt,3643,2,1,2021-10-31,0.03,24,230,0;
49945068,Zinnia,109924435,Yolanda,Ward 70,-33.86941,18.61352,Entire home/apt,1,3,2022-03-06,0.08,8,0,0;
49956444,Ocean views & roof top braai deck with Jacuzzi.,273099763,Amorette,Ward 100,-34.165031,18.860636,Entire home/apt,2800,2,8,2023-01-08,0.23,3,66,0;
50164876,Relaxing 3 Bed w/ very fast internet,6190734,Darin,Ward 71,-34.08214,18.45261,Entire home/apt,1700,2,58,2024-06-26,1.98,1,309,19;
50168376,No 7- Blue Gum Cottage,386444854,Ross,Ward 74,-34.01107,18.40211,Entire home/apt,2190,1,10,2024-06-12,0.31,14,156,4;
50172540,Ashley on Beach 1108,124107106,Ashley,Ward 85,-34.12032,18.83073,Entire home/apt,1400,1,38,2024-05-25,1.14,5,300,7;
49973823,Executive Accommodation,333725447,Executive,Ward 10,-33.89866,18.63983,Private room,750,1,0,1,365,0;
50183983,Lovely Penthouse with Breathtaking Views CS,216350593,Chantal,Ward 70,-33.8739,18.63145,Entire home/apt,2500,2,24,2024-04-02,0.78,2,319,12;
49990888,Modern Cape Town City Apartment & amazing views,233487702,Anna,Ward 115,-33.91834,18.42044,Entire home/apt,1177,3,132,2024-06-06,3.57,4,124,53;
50184162,Penthouse ❤ of the Home with Panoramic views,264888170,Jono,Ward 77,-33.92412,18.41049,Entire home/apt,939,2,3,2024-06-12,0.28,47,1,3;
"49992304,""Private, 2 bedroom apartment with views for days!"",154274794,Beverley,Ward 107,-33.80903,18.50124,Entire home/apt,560,1,29,2024-05-25,1.32,1,255,11";
"50189135,""Gorgeous City Views, Balcony, Restaurants, 18thflr"",281646889,Scotty,Ward 115,-33.91845,18.42328,Entire home/apt,547,2,102,2024-01-17,2.78,95,300,28";
49992780,Urban & edgy studio apartment with city & sea view,255716342,Xolani,Ward 115,-33.92552,18.44711,Entire home/apt,750,2,155,2024-06-09,4.12,9,244,34;
"50192250,""Whimsical Opulence with Views, Balcony & Sunsets ☀"",281646889,Scotty,Ward 115,-33.91914,18.42327,Entire home/apt,582,2,23,2024-04-30,0.74,95,340,15";
"50193253,""Family Style Apt, Secure, Views&Pool, Deck+Parking"",261535066,Kim,Ward 77,-33.92304,18.41022,Entire home/apt,673,2,72,2024-06-10,1.94,62,18,16";
"49994102,""Chapman’s Peak, Noordhoek Beach, Rural Tranquility"",279991172,Christine,Ward 69,-34.10239,18.36717,Entire home/apt,1200,2,30,2024-06-14,0.82,3,337,7";
50194457,My home is your home. Welcome,405118994,Charl,Ward 103,-33.82245,18.72059,Private room,450,1,0,1,365,0;
49994590,Room 3 in Four bedroom Shared house close to UCT,62093209,Terry,Ward 57,-33.95331,18.47213,Private room,360,14,10,2024-05-31,0.27,30,364,3;
50203307,Spacious Studio Apartment on the Canals in CT,405205553,Propr,Ward 115,-33.913433,18.425056,Entire home/apt,1039,2,43,2024-03-16,1.16,1,333,8;
50204131,Loft in fantastic Location. WIFI * POOL * BRAAI,113962558,Marc,Ward 77,-33.91964,18.41674,Entire home/apt,2,10,2022-03-13,0.27,26,0,0;
50204352,Sleek Studio Apartment on the Canals,405212400,Chregan,Ward 115,-33.913463575775445,18.425050729913384,Entire home/apt,1088,2,30,2024-03-07,0.82,1,303,8;
49996687,1 Mountain Rd Boutique B&B - Luxury King Room,402712040,Ray,Ward 64,-34.14344,18.43327,Private room,1921,1,3,2024-05-03,0.18,3,241,2;
49996689,1 Mountain Rd Boutique B&B - Deluxe Queen Room,402712040,Ray,Ward 64,-34.144379,18.432619,Private room,1620,1,7,2024-04-11,0.23,3,245,3;
50204354,Charming one bedroom apartment on Kloof Street,64882580,Lena And Marco,Ward 77,-33.93615,18.40374,Entire home/apt,30,1,2022-01-29,0.03,6,0,0;
50006660,Swallows Nest,42918024,Dee,Ward 77,-33.9275967,18.4005731,Entire home/apt,1920,4,0,2,40,0;
"50014404,""Deluxe Bedroom with views of Cape Town, 16 on Bree"",112191297,Itchospitality,Ward 115,-33.91849,18.42258,Entire home/apt,2200,2,21,2023-10-20,0.56,22,290,1";
50474184,garden delight bachelor apartment,183058001,David,Ward 71,-34.06085,18.44295,Entire home/apt,595,1,21,2024-06-02,0.69,3,321,11;
50206220,Private studio,3326652,Fabrizio,Ward 4,-33.85288,18.49542,Entire home/apt,550,1,14,2024-04-15,0.41,11,195,6;
50474496,Sleek 1 Bedroom Apartment | 16 On Bree,407780754,Propr,Ward 115,-33.91665,18.4205,Entire home/apt,978,2,35,2024-03-12,0.96,2,349,6;
50479877,Quaint one bedroom cottage with mountain views,50383607,Elle,Ward 71,-34.06864,18.4204,Entire home/apt,4,3,2022-03-12,0.10,5,0,0;
50209104,Beautiful 1 bedroom Flat Green point.,53415122,Pieter,Ward 115,-33.91018,18.41159,Entire home/apt,750,2,31,2024-05-31,1.32,1,324,12;
50481830,Vaction Rental on Gordons Bay beach with garage,160295365,Johan,Ward 100,-34.15787,18.86977,Entire home/apt,10,0,1,0,0;
50485819,Kraai Air BnB,407858084,Ina,Ward 103,-33.83123,18.71546,Private room,30,0,1,0,0;
50210165,Beautiful Apartment with STUNNING Mountain Views,31388374,Chiara,Ward 77,-33.93917,18.42456,Entire home/apt,1,3,2022-01-04,0.08,1,0,0;
50518289,Ocean View apartment⚓ Close to Old Biscuit Mill/ W,264888170,Jono,Ward 115,-33.92547,18.44383,Entire home/apt,631,2,31,2023-02-09,0.99,47,0,0;
50530420,BOULDERS BEACH HOTEL VENUE HIRE,12758629,Frans,Ward 61,-34.1976,18.45255,Private room,2,0,7,363,0;
50222252,Modern and Minimalist room,95725089,Ayanda,Ward 70,-33.88686,18.60971,Private room,586,1,113,2024-06-17,3.07,2,85,37;
50236426,On the GBay Villa Palm Breeze,162244608,Hendry,Ward 100,-34.15775,18.88199,Private room,999,1,39,2024-03-30,1.14,5,88,12;
50535806,Heart of Constantia Winelands,20600730,Mandy & Dean,Ward 62,-34.01285,18.43456,Entire home/apt,7902,4,6,2024-03-01,0.36,83,179,5;
50236544,On the GBay Villa Sea Breeze,162244608,Hendry,Ward 100,-34.15887,18.88233,Private room,999,1,40,2024-03-14,1.09,5,93,6;
50541981,Beach meets country,50712403,Grethe,Ward 69,-34.10007,18.38523,Entire home/apt,6500,12,3,2024-01-06,0.10,1,31,1;
50250651,Dolphin Beach - Ocean View Apartment,405713255,Carl,Ward 107,-33.8305,18.48108,Entire home/apt,2500,2,48,2024-02-25,1.32,1,331,12;
50251550,Fleur-de-lis \nOne bedroom Guest Suite,405719830,Marlize,Ward 62,-33.98086,18.44755,Entire home/apt,1600,3,9,2024-04-15,0.50,1,284,5;
50556058,Stylish 3 Bedroom Apartment on Dolphin Beach,408479855,Propr,Ward 107,-33.82965,18.48268,Entire home/apt,2264,1,52,2024-02-29,1.44,1,164,6;
50261804,Cultural Delight,405795543,Travellaire,Ward 77,-33.92481,18.41225,Entire home/apt,550,26,19,2024-06-01,0.54,3,333,5;
50262246,One bedroom apartment with bold colours,380116361,Wiegaard,Ward 115,-33.91355,18.41741,Entire home/apt,5,0,3,179,0;
50557579,Luxury 1 Bedroom apartment in Canal Quays,3886732,Koos,Ward 115,-33.91284,18.42529,Entire home/apt,1307,1,18,2024-03-13,0.91,83,158,14;
50558880,Courtyard Queen Rooms 3/8/9/10,12758629,Frans,Ward 61,-34.1987,18.45225,Private room,800,1,37,2024-04-29,1.11,7,329,15;
50561840,La Bella Vie,235855919,Marita,Ward 21,-33.86466,18.65077,Entire home/apt,600,2,38,2024-04-24,1.04,1,89,4;
50264592,Self Catering 3 Bedroom Beach Front Apartment,405823479,Terry,Ward 23,-33.810173,18.470703,Entire home/apt,2400,3,6,2024-02-25,0.21,3,306,1;
50271681,Lovely 2 bedroom apartment with views and pool,161539481,Elaine,Ward 54,-33.91159,18.39496,Entire home/apt,2,0,2,0,0;
50569402,Star Fish Cottage Kalk Bay,17182950,Lu,Ward 64,-34.1275,18.44451,Entire home/apt,920,2,83,2024-06-16,2.38,49,343,27;
50593058,Modern studio apartment in central Cape Town.,160056632,Heidi,Ward 115,-33.92718,18.41279,Entire home/apt,900,1,31,2024-02-04,0.85,9,233,3;
50274122,Ocean View C602,3961453,Host Agents,Ward 107,-33.8228138,18.4803238,Entire home/apt,3066,1,20,2024-01-04,0.54,98,299,2;
50275374,Luxury modern apartment on Ocean View Drive,202420807,Maxine,Ward 54,-33.91472,18.39696,Entire home/apt,3,0,1,0,0;
50596227,Stunning 4 bedroom spacious home!,86672559,Alice,Ward 71,-34.05756,18.4445,Entire home/apt,5500,14,4,2024-01-31,0.57,1,318,4;
"50276566,""6 Atlantic Port - Cosy, modern 2-bedroom apartment"",172110226,Tyroan,Ward 107,-33.81811,18.48367,Entire home/apt,980,5,16,2024-05-02,0.44,43,236,3";
50280539,Ethnic large private room w shared bathroom,9233395,Pier,Ward 115,-33.90765,18.40021,Private room,300,28,17,2024-04-16,0.48,4,330,5;
50281847,Royal Escape - 1809 - 16 On Bree,57824617,Marius,Ward 115,-33.91679,18.42093,Entire home/apt,950,1,114,2024-06-02,3.12,69,350,46;
50629598,Virtual Reality Luxury Studio,13997786,Dillon,Ward 115,-33.91665,18.42187,Entire home/apt,870,3,57,2024-06-15,1.63,2,230,31;
50630678,Island Letting Studio Apartment_16 On Bree,409071055,Rachel,Ward 115,-33.91657,18.42174,Private room,2,0,1,0,0;
50283138,Incredible location/Garden/NO LOAD-SHED/Fast WiFi,4696156,Rudolph,Ward 115,-33.91244,18.41066,Entire home/apt,850,14,24,2024-06-09,0.66,4,266,7;
50293595,Open Room Comfort,9753037,Isabel,Ward 8,-33.914925,18.67901,Entire home/apt,800,2,18,2023-02-19,0.49,1,144,0;
"50667777,""luxury 1 bed apartment, excellent location"",101629656,Janine,Ward 115,-33.91712,18.41808,Entire home/apt,3286,10,1,2023-02-28,0.06,1,117,0";
50299223,Work Play & Stay Apartment in Top Class Building,218745884,Jayson,Ward 115,-33.9134,18.41732,Entire home/apt,859,2,67,2024-06-16,1.83,96,311,25;
50314828,Falcon Crest Penthouse - Tygervalley Waterfront,405363355,Nadia,Ward 70,-33.873894471598085,18.6300667767463,Entire home/apt,2225,2,9,2024-03-16,0.30,1,329,3;
50691232,Zaria Sun Penthouse,154279041,Host Agents,Ward 100,-34.162716,18.870861,Entire home/apt,1600,1,33,2024-04-07,0.94,26,244,12;
50692141,Zaria Sun Family,154279041,Host Agents,Ward 100,-34.16269701344512,18.870898779133917,Entire home/apt,3650,1,4,2023-06-05,0.11,26,230,0;
50321288,Azamara Luxury Villa - Camps Bay,1952066,Rita,Ward 54,-33.9598274230957,18.37687110900879,Entire home/apt,10235,1,59,2024-06-03,1.63,6,54,19;
50693059,Cozy home in Woodstock!,26286895,Rebecca,Ward 57,-33.93362,18.45204,Entire home/apt,1250,5,1,2024-01-03,0.17,1,28,1;
50701501,Modern Apartment- Free and secure parking,162549301,Darushen,Ward 23,-33.78963,18.50997,Entire home/apt,1,0,2,0,0;
50336410,Modern Studio With Ocean Views,406509755,Propr,Ward 115,-33.917,18.42069,Entire home/apt,1153,2,78,2024-02-03,2.12,4,356,3;
50702022,Zonnendal Family Home in charming Kalk Bay,17182950,Lu,Ward 64,-34.12649,18.44596,Entire home/apt,2990,2,64,2024-06-16,1.86,49,289,22;
50712079,10 On Visvanger,101948760,Elna,Ward 23,-33.70947,18.44548,Entire home/apt,6500,7,4,2023-12-26,0.13,2,180,1;
50339953,Modern Sea Point Apartment w/ Rooftop Deck (9 on S,57218252,Nox,Ward 115,-33.90979,18.40248,Entire home/apt,2500,2,18,2024-06-19,0.66,134,349,7;
50340651,Ethnic Large Single room with shared bathroom,9233395,Pier,Ward 115,-33.90951,18.40183,Private room,320,28,14,2024-02-29,0.40,4,179,3;
50341517,Modern Studio With Mountain Views,406509755,Propr,Ward 115,-33.91707,18.42237,Entire home/apt,1054,2,51,2024-03-16,1.47,4,351,5;
50716631,2 Furnished Bedroom Duplex in Strand North,30855089,Montathar,Ward 83,-34.10163,18.81739,Entire home/apt,962,5,22,2024-05-02,0.75,1,241,8;
50721680,Charming 3-bedroom guest house with large terrace,409878185,Clement,Ward 57,-33.93898,18.468861,Private room,1,7,2022-03-03,0.20,1,0,0;
50343648,Charming Home in Trendy Woodstock,5207451,Howard,Ward 57,-33.93285,18.45194,Entire home/apt,1236,3,19,2024-05-02,0.79,1,255,8;
50736884,Peacefull leafy garden flat with sunny lounge,57770755,Kim,Ward 53,-33.93491,18.50054,Entire home/apt,850,2,18,2023-11-09,0.51,1,357,1;
50362930,Green Point Pod,95846311,Sheldon,Ward 115,-33.9102,18.40728,Shared room,295,1,6,2022-02-27,0.16,3,27,0;
50738321,Cozy & private ensuite pool apartment,23342390,Anni,Ward 54,-33.94874,18.38583,Private room,550,1,1,2022-07-31,0.04,3,129,0;
50365857,Camps Bay Lilla Villa. Hus m pool 150 m från hav.,85096343,Sara,Ward 54,-33.95054626464844,18.38020133972168,Entire home/apt,3500,3,47,2024-05-21,1.58,2,274,15;
50748793,Stunning 5 bedroom Constantia family home,48303994,Nicki,Ward 62,-34.00941,18.44113,Entire home/apt,22464,7,0,51,210,0;
"50366481,""Camps Bay Cottage. Flera uteplatser, 150m fr hav."",85096343,Sara,Ward 54,-33.95054626464844,18.38020133972168,Entire home/apt,2500,3,12,2024-04-03,0.44,2,356,5";
50749761,Beautiful home in Constantia,48303994,Nicki,Ward 62,-34.01606,18.44481,Entire home/apt,17472,7,0,51,201,0;
50370232,Suite @ 19 - 1 bedroom apartment in Somerset West,406855328,Nikki,Ward 15,-34.06337,18.8467,Entire home/apt,771,2,73,2024-06-23,2.00,1,64,25;
50370677,Sail Away Studios - STUDIO 2,372873259,Matthew,Ward 61,-34.20852,18.46059,Entire home/apt,1100,2,1,2022-01-08,0.03,4,157,0;
50760012,Lovely deluxe Apartment with free parking,358035693,Shirley,Ward 115,-33.91714,18.41947,Entire home/apt,2,31,2022-10-02,0.88,1,0,0;
50371007,Sail Away Studios - STUDIO 3,372873259,Matthew,Ward 61,-34.20995,18.4603,Private room,1200,2,0,4,156,0;
50761733,Spacious Camps Bay Sunset Apartment,23342390,Anni,Ward 54,-33.9475,18.38455,Entire home/apt,3000,3,5,2023-12-16,0.14,3,47,1;
"50780980,""Location, private jacuzzi  & a stunning apartment"",7304467,Laurene,Ward 115,-33.90928,18.3976,Entire home/apt,850,2,161,2024-06-10,4.45,26,292,56";
50790873,The Pool Apartment,310607426,Edward,Ward 115,-33.911522,18.404396,Entire home/apt,2,23,2023-09-29,0.70,3,0,3;
50385268,Off the Grid Luxury Accommodation,399085675,Schaun,Ward 1,-33.87577,18.5864,Entire home/apt,1200,2,29,2024-06-14,0.92,1,357,13;
50802261,43 on Sandstone Guesthouse with spectacular views.,407979270,Joanne,Ward 84,-34.09582,18.87744,Private room,795,1,61,2024-05-26,1.71,1,249,12;
50385634,Rembrandt Studio with free WiFi and parking,142782686,Leigh,Ward 3,-33.89802,18.65145,Entire home/apt,1,0,1,0,0;
50806299,Work space Apt with Fast Wifi +Pool+Parking,54575074,Jonathan,Ward 54,-33.91123,18.39492,Entire home/apt,611,2,34,2024-05-01,1.00,36,0,2;
"50386670,""Spacious Gem ★ Outdoor Space, Close to TBMTN&City"",257734440,Helle,Ward 77,-33.92935,18.40156,Entire home/apt,800,4,68,2024-05-20,1.90,18,310,25";
50807518,Cheerful 3 bedroom home,239780979,Moya,Ward 57,-33.95457276431901,18.475865396261522,Entire home/apt,1500,4,21,2024-05-26,0.81,3,60,9;
50816485,Cheerful 2 - Unwind on a budget,410766554,Martin,Ward 7,-33.87731,18.71893,Private room,1,0,1,0,0;
50386809,Love❤ nest studio/restaurants/Balcony/parking,281646889,Scotty,Ward 54,-33.91785,18.39128,Entire home/apt,652,2,3,2021-09-03,0.08,95,362,0;
50839749,Modern 1 Bedroom Apartment in Century City,410999370,Propr,Ward 55,-33.89442,18.50552,Entire home/apt,1087,2,75,2024-04-21,2.08,1,358,15;
"50391194,""Modern Sanctuary in the ❤ of CBD+Pool, Outdoor Gym"",257734440,Helle,Ward 115,-33.91837,18.42112,Entire home/apt,652,2,96,2024-06-17,2.79,18,346,34";
50392883,Stunning Studio Close To Beach,48118705,Janine & Rachel,Ward 54,-33.953316,18.380774,Entire home/apt,3500,2,60,2024-04-01,1.79,34,316,22;
"50842073,""Free parking,FastWifi&Netflix-Belleville Central-E"",379188455,Zaid,Ward 2,-33.89774,18.63354,Entire home/apt,462,2,90,2024-06-01,2.61,5,359,33";
50406707,Casa Mia Guesthouse - Standard Suite,407039097,Kirstein,Ward 113,-33.83878,18.5094,Private room,1650,2,1,2021-11-14,0.03,4,358,0;
50861799,Cape Town Lodge Hotel 1 -  Generator & Free Wi-Fi,10557298,Warren,Ward 115,-33.92323,18.41524,Private room,636,1,143,2024-06-27,3.98,7,164,49;
50406708,Casa Mia Guesthouse - Executive Family Suite,407039097,Kirstein,Ward 113,-33.83807,18.50912,Private room,2195,1,0,4,344,0;
50874942,Newly renovated guesthouse with stunning views!,47984057,Johan,Ward 64,-34.10197,18.46593,Entire home/apt,750,2,39,2024-05-11,1.11,3,140,9;
50406709,Casa Mia Guesthouse - Presidential Suite,407039097,Kirstein,Ward 113,-33.83769,18.51068,Private room,2790,1,0,4,329,0;
50406710,Casa Mia Guesthouse - Executive Suite,407039097,Kirstein,Ward 113,-33.83805,18.50891,Private room,2195,1,1,2022-09-04,0.05,4,350,0;
"50876711,""MODERN, BRIGHT, STYLISH House with Private Pool"",384097265,Bradly,Ward 74,-34.04054,18.36127,Entire home/apt,5,26,2024-04-21,0.87,1,0,8";
50412723,Spacious Guest Suite with off street parking,145636685,Kaz,Ward 23,-33.81336,18.47546,Entire home/apt,2,5,2022-11-03,0.16,1,0,0;
50886405,Cosy and private open-plan cottage in Cape Town,410057497,Mareth,Ward 112,-33.83844,18.63436,Entire home/apt,600,14,13,2024-03-01,0.37,1,301,6;
"50414855,""The Taj- 5* elegance,Self cater,Long Stay Discount"",406379407,Johan,Ward 115,-33.924919,18.419727,Entire home/apt,1768,3,14,2022-03-31,0.39,1,212,0";
50904180,Adorable 1-bedroom Guest Suite in Cape Town,31566686,Masudah,Ward 53,-33.94373,18.5066,Entire home/apt,470,2,20,2024-03-11,0.60,1,147,6;
50426194,Beautiful 3-bed family home in Tamboerskloof,407253256,Zane,Ward 77,-33.93387,18.40279,Entire home/apt,5,0,1,0,0;
50908789,Tuynhuys Studio in Keerom Street,3886732,Koos,Ward 115,-33.92592,18.41612,Entire home/apt,654,1,22,2024-05-06,0.66,83,164,9;
"50427406,""Cosy, friendly Private large bedroom"",19122881,Sandrine,Ward 74,-34.02968,18.34675,Private room,600,2,6,2023-03-07,0.28,3,315,0";
50428511,Quaint 2-BedroomTownhouse off Kloof with Inverter,373346583,Gerri Jacoba,Ward 115,-33.93124,18.40686,Entire home/apt,1,23,2022-12-11,0.63,23,0,0;
50909563,Tuynhuys Studio in Keerom Street,3886732,Koos,Ward 115,-33.92618,18.41565,Entire home/apt,566,1,45,2024-06-03,1.28,83,167,25;
50909792,Tuynhuys 1 Bedroom apartment 302 in Keerom Street,3886732,Koos,Ward 115,-33.92627,18.41674,Entire home/apt,741,1,16,2023-11-02,0.45,83,176,5;
"50440957,""Lovely 1 bedroom flat in Panorama, Cape Town"",263925932,Shirley,Ward 1,-33.88105,18.57861,Entire home/apt,800,2,30,2023-09-01,0.85,1,86,1";
50911313,Modern Apartment in Century City,411668452,Propr,Ward 55,-33.89206,18.51489,Entire home/apt,1018,2,24,2024-03-24,0.68,1,303,7;
50455315,Heritage stonemason cottage with indoor fireplace,44243236,Robyn,Ward 77,-33.93843,18.39854,Entire home/apt,560,6,18,2024-05-10,0.53,1,0,11;
50926550,Canal Views Waterfont Aptmt Balcony/Pool/Restauran,261535066,Kim,Ward 115,-33.91476,18.42658,Entire home/apt,611,2,12,2022-07-26,0.34,62,0,0;
50458597,Salvia Cottage,407651775,Emily,Ward 64,-34.13172,18.42731,Entire home/apt,600,2,26,2024-03-27,1.03,1,212,7;
50953458,Couples Cove ♥ 24 hour Security|Parking|Fast Wifi!,281646889,Scotty,Ward 77,-33.92287,18.41027,Entire home/apt,530,2,94,2024-06-24,2.63,95,14,20;
50473688,Luxe Studio With Mountain Views,407776325,Propr,Ward 115,-33.91739,18.42186,Entire home/apt,870,2,67,2024-04-25,1.86,1,262,14;
50473771,Hutchinson Villa,206815824,Chanel,Ward 54,-33.95707,18.3889,Entire home/apt,9200,2,8,2024-02-08,0.33,3,81,2;
50953795,Cheerful 3 bedroom residential home,412080781,Xabiso,Ward 107,-33.80113,18.51664,Entire home/apt,30,0,1,0,0;
51413295,Comfortable home away from home,398158836,Thozama,Ward 53,-33.923508065411944,18.53763943452715,Entire home/apt,843,3,3,2024-03-09,0.52,1,269,3;
51415705,@Lantic  Villa  - Beach/mountain views,8547867,Hilly,Ward 69,-34.10323,18.39078,Entire home/apt,10500,7,0,6,362,0;
"50968940,""Cozy Studio Apartment Amazing Views, Pool and Gym"",2516345,Jaco,Ward 115,-33.91664,18.42043,Entire home/apt,1191,1,5,2023-03-25,0.16,80,344,0";
"50983253,""Peaceful, serene retreat, William French Villa"",412391931,William,Ward 61,-34.20655,18.4536,Entire home/apt,2507,2,28,2023-09-29,0.79,1,41,4";
51420478,Relaxed breakaway on Muizenberg Surfers Corner,77713534,Anli,Ward 64,-34.10746,18.47125,Entire home/apt,1000,2,27,2024-03-08,0.87,1,131,7;
50984683,Perfect Spot with a Sea View & Pool,7304467,Laurene,Ward 115,-33.90893,18.39761,Entire home/apt,1043,2,102,2024-06-13,3.22,26,335,46;
50989223,THE LOFT - Contemporary 2 bedroom apartment,412443972,Dané,Ward 70,-33.87266,18.63157,Entire home/apt,1500,2,42,2024-06-05,1.66,1,167,20;
